iso,country,ndc,date,num_words,biodiversity_freq_per_10000,fisheries_freq_per_10000,ocean ecosystems_freq_per_10000,coastal impacts_freq_per_10000,blue economy_freq_per_10000,policy_freq_per_10000,industry_freq_per_10000,pollutants/waste_freq_per_10000,climate change_freq_per_10000,law_freq_per_10000,coastal development_freq_per_10000,turbidity_freq_per_10000,justice_freq_per_10000,natural disasters_freq_per_10000,habitat loss_freq_per_10000,pelagic_freq_per_10000,wetland_freq_per_10000,sediment_freq_per_10000,ocean_freq_per_10000,funding_freq_per_10000,algal bloom_freq_per_10000,antarctic_freq_per_10000,long-line fisheries_freq_per_10000,deoxygenation_freq_per_10000,wastewater_freq_per_10000,sealevel rise_freq_per_10000,SIDS_freq_per_10000,global warming_freq_per_10000,offshore_freq_per_10000,coast_freq_per_10000,seabirds_freq_per_10000,sanitation_freq_per_10000,aquaculture_freq_per_10000,seagrass_freq_per_10000,oxygen_freq_per_10000,sustanability_freq_per_10000,marine_freq_per_10000,deep ocean_freq_per_10000,sargassum_freq_per_10000,hypoxia_freq_per_10000,acidification_freq_per_10000,contaminants_freq_per_10000,offshore wind_freq_per_10000,maritime_freq_per_10000,jurisdiction_freq_per_10000,exploitation_freq_per_10000,oil spills_freq_per_10000,small island developing nations_freq_per_10000,estuary_freq_per_10000,protected species_freq_per_10000,algae_freq_per_10000,blue carbon_freq_per_10000,mangrove_freq_per_10000,hurricane_freq_per_10000,fracking_freq_per_10000,arctic_freq_per_10000,sealevel_freq_per_10000,fertilizers_freq_per_10000,plastics_freq_per_10000,enforcement_freq_per_10000,reef_freq_per_10000,ice melt_freq_per_10000,persistant organic pollutants_freq_per_10000,commercial shipping_freq_per_10000,sea_freq_per_10000,bycatch_freq_per_10000,plankton_freq_per_10000,disaster relief_freq_per_10000,fish_freq_per_10000,conservation_freq_per_10000,seafood industry_freq_per_10000,eutrophication_freq_per_10000,oil_freq_per_10000,endangered species_freq_per_10000,marine mammals_freq_per_10000,benthos_freq_per_10000,underwater noise_freq_per_10000,trawling_freq_per_10000,microplastics_freq_per_10000,overfishing_freq_per_10000,marsh_freq_per_10000,sewage_freq_per_10000,marine research_freq_per_10000,ocean warming_freq_per_10000,kelp forest_freq_per_10000,ecotourism_freq_per_10000,oil drilling_freq_per_10000,coral_freq_per_10000,tsunami_freq_per_10000,resource management_freq_per_10000,heavy metals_freq_per_10000,international waters_freq_per_10000,marine protected areas_freq_per_10000,keyword_freq_per_10000,numeric_code
BFA,Burkina Faso,2,10/9/21,12140,0.8237232289950576,0.0,6.5897858319604605,1.6474464579901151,0.0,37.89126853377265,12.355848434925864,12.355848434925864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.827018121911038,0.0,0.0,0.0,0.0,4.942339373970346,0.0,14.827018121911038,0.0,0.0,1.6474464579901151,0.0,7.413509060955519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6474464579901151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942339373970346,0.0,0.0,0.0,0.0,0.0,0.0,6.5897858319604605,0.0,0.0,0.0,0.8237232289950576,8.237232289950576,0.0,0.0,5.7660626029654045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.66392092257001,854
BDI,Burundi,2,10/5/21,42436,5.419926477519088,0.0,11.546799886888492,2.827787727401263,0.0,33.226505796964844,16.73107738712414,7.305118295786596,2.827787727401263,8.48336318220379,0.0,0.0,0.0,0.0,0.0,0.0,1.1782448864171928,0.0,0.0,6.598171363936281,0.0,0.0,0.0,0.0,4.477330568385333,0.0,15.788481477990386,2.827787727401263,0.0,0.0,0.0,2.827787727401263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4712979545668772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7703836365350174,0.0,0.0,0.0,0.0,0.0,0.0,11.546799886888492,0.0,0.0,0.0,3.063436704684702,2.1208407955509476,0.0,0.0,12.489395796022245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4712979545668772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2356489772834386,0.0,0.0,0.0,76.3502686398341,108
CPV,Cabo Verde,2,4/2/21,21990,31.377899045020463,2.728512960436562,57.75352432924056,40.01819008640291,0.0,53.66075488858572,38.19918144611187,14.55206912232833,4.547521600727603,3.6380172805820825,0.0,0.0,0.9095043201455206,0.0,0.0,2.728512960436562,8.185538881309686,0.4547521600727603,6.8212824010914055,11.36880400181901,0.0,0.0,0.0,0.0,2.728512960436562,1.364256480218281,25.92087312414734,2.2737608003638017,0.0,20.463847203274213,0.0,6.366530241018644,1.8190086402910413,3.6380172805820825,0.0,0.0,11.36880400181901,0.0,0.0,0.0,0.4547521600727603,0.4547521600727603,0.0,13.642564802182811,0.0,3.183265120509322,0.0,0.0,0.0,0.0,0.4547521600727603,0.0,0.0,0.4547521600727603,0.0,0.0,1.8190086402910413,3.183265120509322,1.364256480218281,1.364256480218281,0.9095043201455206,0.0,0.0,0.0,31.377899045020463,0.4547521600727603,0.0,0.0,14.09731696225557,8.185538881309686,0.0,0.0,17.735334242837652,0.4547521600727603,0.0,0.0,0.0,0.0,0.0,0.4547521600727603,0.9095043201455206,3.183265120509322,0.0,0.0,0.0,0.4547521600727603,0.0,0.0,0.0,0.4547521600727603,0.0,0.0,1.8190086402910413,216.91678035470667,132
KHM,Cambodia,2,12/31/20,76759,13.418621920556546,2.6055576544769994,29.573079378313942,13.027788272384997,0.0,44.42475800883284,18.760015112234395,10.813064266079547,1.3027788272384997,3.6477807162677993,0.5211115308953999,0.0,0.0,0.7816672963430998,0.0,0.0,0.13027788272384996,0.0,1.5633345926861997,5.992782605297099,0.0,0.0,0.0,0.0,2.6055576544769994,0.13027788272384996,14.591122865071197,0.3908336481715499,0.0,7.686395080707149,0.0,6.904727784364049,2.6055576544769994,0.0,0.0,0.0,2.73583553720085,0.0,0.0,0.0,0.0,0.7816672963430998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9541682408577494,0.0,0.0,0.0,0.13027788272384996,5.211115308953999,0.5211115308953999,4.168892247163199,0.13027788272384996,0.0,0.0,0.0,24.883075600255346,0.0,0.0,0.0,8.989173907945649,13.809455568728097,0.0,0.0,11.594731562422648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9541682408577494,0.0,0.13027788272384996,0.0,1.1725009445146497,0.0,0.0,0.0,125.71815682851522,116
CMR,Cameroon,2,10/11/21,22885,10.924186148131964,0.4369674459252786,13.545990823683637,10.050251256281408,0.0,31.898623552545335,10.050251256281408,15.730828053310027,6.991479134804457,0.0,0.4369674459252786,0.0,2.6218046755516715,0.0,0.0,0.0,0.0,0.0,1.7478697837011143,16.167795499235307,0.0,0.0,0.0,0.0,6.1175442429539,0.0,9.613283810356128,6.991479134804457,0.4369674459252786,8.302381472580294,0.0,5.680576797028621,0.4369674459252786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.932707013327507,0.0,0.0,0.0,0.0,0.0,0.0,0.4369674459252786,0.0,0.0,0.0,0.0,1.7478697837011143,3.932707013327507,0.0,0.0,0.0,0.0,0.0,11.798121039982522,0.0,0.0,0.0,10.050251256281408,2.6218046755516715,0.0,0.0,3.932707013327507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.00677299541185,120
CAN,Canada,2,7/12/21,20862,10.066148979004888,0.0,5.752085130859936,9.107468123861567,0.0,39.785255488447895,9.586808551433228,0.0,3.834723420573291,0.9586808551433228,0.0,0.0,0.0,0.0,0.0,0.0,3.834723420573291,0.0,0.9586808551433228,17.73559582015147,0.0,0.0,0.0,0.0,0.0,0.0,8.628127696289905,3.834723420573291,0.9586808551433228,1.438021282714984,0.0,0.0,0.0,0.0,0.0,0.0,0.9586808551433228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710765986003259,0.0,0.0,0.0,0.0,0.0,0.4793404275716614,0.0,0.0,0.0,0.0,1.438021282714984,0.0,1.438021282714984,0.0,0.0,0.0,0.0,0.0,0.0,2.396702137858307,0.0,0.0,0.0,1.9173617102866456,5.752085130859936,0.0,0.0,7.190106413574921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.62831943246093,124
CAF,Central African Republic,2,1/24/22,14755,0.0,0.0,15.587936292782109,0.0,0.0,14.23246357167062,12.876990850559134,13.554727211114876,3.388681802778719,0.6777363605557438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6777363605557438,0.0,0.0,0.0,0.0,2.0332090816672315,0.0,8.132836326668926,3.388681802778719,0.0,0.0,0.0,11.521518129447646,0.0,0.0,0.0,0.0,2.0332090816672315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3554727211114876,8.132836326668926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.554727211114876,0.0,0.0,0.0,0.0,3.388681802778719,0.0,0.0,4.744154523890207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.640799728905456,140
TCD,Chad,2,10/19/21,26732,18.70417477180907,1.122250486308544,16.45967379919198,0.0,0.0,49.00493790213976,5.985335926978902,11.22250486308544,0.37408349543618136,0.37408349543618136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.45967379919198,0.0,0.0,0.0,0.0,1.4963339817447254,0.0,25.063594194224148,0.37408349543618136,0.0,0.0,0.0,9.726170881340716,1.122250486308544,0.0,0.37408349543618136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7481669908723627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122250486308544,0.0,0.0,0.0,0.0,0.0,0.0,16.085590303755797,0.0,0.0,0.0,18.70417477180907,6.359419422415083,0.0,0.0,4.114918449797995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7481669908723627,0.0,0.0,0.0,102.87296124494986,148
CHL,Chile,2,4/9/20,23604,13.557024233180817,0.8473140145738011,52.10981189628877,17.793594306049823,0.0,73.7163192679207,7.202169123877309,4.236570072869005,10.591425182172513,8.47314014573801,0.0,0.0,0.42365700728690053,2.1182850364345027,0.0,0.0,5.931198102016608,0.0,13.133367225893915,1.2709710218607015,0.0,0.0,0.0,1.2709710218607015,0.0,0.0,41.51838671411625,2.541942043721403,0.0,5.931198102016608,0.0,2.541942043721403,0.8473140145738011,0.0,1.2709710218607015,0.0,19.488222335197424,0.0,0.0,0.0,1.6946280291476021,0.8473140145738011,0.0,0.0,0.0,0.42365700728690053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2709710218607015,0.0,0.0,0.0,0.0,0.0,0.0,12.286053211320116,0.0,0.0,0.0,0.8473140145738011,10.591425182172513,0.0,0.0,5.507541094729707,0.8473140145738011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8473140145738011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8473140145738011,0.0,0.0,10.591425182172513,153.363836637858,152
CHN,China,2,10/28/21,24982,6.004323112641101,0.0,27.21959811063966,12.809222640301018,1.6011528300376272,54.43919622127932,16.812104715395083,0.0,2.802017452565847,4.803458490112881,0.0,0.0,0.0,2.001441037547034,0.0,0.0,1.6011528300376272,0.0,2.001441037547034,10.407493395244577,0.0,0.0,0.0,0.0,0.0,0.0,17.612681130413897,0.8005764150188136,0.0,6.804899527659915,0.0,0.0,0.0,0.4002882075094068,1.2008646225282202,0.0,3.2023056600752544,0.0,0.0,0.0,0.0,0.0,0.0,0.4002882075094068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6011528300376272,0.8005764150188136,0.0,0.0,0.0,0.4002882075094068,5.203746697622289,0.0,1.2008646225282202,0.4002882075094068,0.0,0.0,0.0,20.014410375470337,0.0,0.0,0.0,1.2008646225282202,19.614122167960932,0.0,0.0,11.208069810263389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4002882075094068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4002882075094068,0.8005764150188136,0.0,0.0,0.0,114.48242734769033,156
COL,Colombia,2,12/30/20,43315,25.395359575204893,0.0,37.63130555234907,37.400438647119934,3.0012697679787603,37.862172457578204,5.54080572549925,18.238485513101697,1.846935241833083,3.693870483666166,0.0,0.0,0.0,0.2308669052291354,0.0,0.0,2.308669052291354,0.4617338104582708,0.4617338104582708,3.924737388895302,0.0,0.0,0.0,0.0,7.849474777790604,0.0,19.16195313401824,1.6160683366039477,0.0,12.466812882373313,0.0,8.311208588248874,0.0,3.693870483666166,0.0,0.0,9.465543114394551,0.0,0.0,0.0,0.0,1.154334526145677,0.0,0.0,3.4630035784370308,0.0,0.0,0.0,0.0,0.0,0.4617338104582708,3.0012697679787603,9.927276924852823,0.4617338104582708,0.0,0.0,0.0,2.5395359575204894,0.4617338104582708,0.0,0.2308669052291354,0.0,0.0,0.0,23.317557428142678,0.0,0.0,0.0,0.0,6.6951402516449265,0.0,0.0,2.770402862749625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308669052291354,0.0,0.2308669052291354,0.0,0.4617338104582708,0.0,0.0,0.4617338104582708,129.51633383354496,170
COM,Comoros,2,11/5/21,5854,18.790570550051246,0.0,47.830543218312265,20.498804236419545,0.0,34.16467372736591,18.790570550051246,5.124701059104886,10.249402118209773,5.124701059104886,0.0,0.0,0.0,8.541168431841477,0.0,1.7082336863682952,0.0,0.0,6.832934745473181,8.541168431841477,0.0,0.0,0.0,0.0,3.4164673727365904,0.0,20.498804236419545,1.7082336863682952,0.0,20.498804236419545,0.0,1.7082336863682952,0.0,0.0,0.0,0.0,8.541168431841477,0.0,0.0,0.0,0.0,0.0,0.0,3.4164673727365904,0.0,5.124701059104886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4164673727365904,0.0,0.0,0.0,0.0,0.0,0.0,30.74820635462931,0.0,0.0,0.0,18.790570550051246,0.0,0.0,0.0,6.832934745473181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.44926545951486,174
COG,Congo,2,8/2/21,25156,7.950389569088886,0.0,23.85116870726666,19.875973922722213,0.0,27.8263634918111,18.68341548735888,11.528064875178885,2.78263634918111,0.0,0.0,0.0,0.0,1.1925584353633327,0.0,0.0,0.0,0.0,0.39751947845444424,5.56527269836222,0.0,0.0,0.0,0.0,2.3851168707266655,0.0,15.900779138177771,1.590077913817777,0.0,17.490857051995548,0.0,7.950389569088886,0.0,0.0,0.0,0.0,2.78263634918111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1925584353633327,0.0,0.0,0.0,0.0,3.975194784544443,1.1925584353633327,0.0,0.0,0.0,0.0,0.0,20.671012879631103,0.0,0.0,0.0,5.56527269836222,6.360311655271108,0.0,0.0,14.708220702814437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.92033709651774,178
COK,Cook Islands,1,9/1/16,901,0.0,0.0,44.39511653718091,11.098779134295228,0.0,33.29633740288568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.098779134295228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.197558268590456,0.0,0.0,11.098779134295228,0.0,0.0,0.0,0.0,0.0,0.0,33.29633740288568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.098779134295228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.79023307436182,184
CRI,Costa Rica,2,12/29/20,25394,26.777979050169332,0.3937938095613137,16.14554619201386,35.835236670079546,3.937938095613137,34.653855241395604,3.937938095613137,7.875876191226274,1.5751752382452548,0.7875876191226274,0.0,0.0,6.300700952981019,0.0,0.0,0.0,8.269670000787588,0.0,4.3317319051744505,2.362762857367882,0.0,0.0,0.0,0.0,2.362762857367882,0.0,14.176577144207293,1.5751752382452548,0.0,11.81381428683941,0.0,5.513113333858392,0.3937938095613137,0.0,0.0,0.0,5.119319524297078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7875876191226274,0.0,0.0,0.7875876191226274,0.0,0.0,3.937938095613137,3.1503504764905097,0.3937938095613137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.694494762542333,0.0,0.0,0.0,3.937938095613137,10.238639048594155,0.0,0.0,3.1503504764905097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7875876191226274,96.87327715208318,188
CIV,Cote d'Ivoire,2,5/9/22,23330,3.429061294470639,9.858551221603086,9.858551221603086,26.146592370338617,0.0,34.29061294470639,12.001714530647236,3.000428632661809,3.000428632661809,0.42863266180882986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4294899271324475,0.0,0.0,0.0,0.0,1.7145306472353194,0.0,25.71795970852979,3.000428632661809,0.0,24.4320617231033,0.0,1.2858979854264894,9.858551221603086,0.0,0.0,0.0,0.8572653236176597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8572653236176597,0.0,0.0,0.0,0.0,3.429061294470639,0.0,0.0,0.0,0.0,0.0,0.0,9.001285897985426,0.0,0.0,0.0,1.7145306472353194,0.0,0.0,0.0,8.572653236176597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7145306472353194,0.0,0.0,0.0,99.01414487783968,384
CUB,Cuba,2,9/17/20,8891,15.746260263187493,1.1247328759419637,25.868856146665166,28.118321898549095,0.0,41.61511640985266,6.748397255651782,4.498931503767855,0.0,3.374198627825891,0.0,0.0,0.0,0.0,0.0,6.748397255651782,0.0,0.0,0.0,8.99786300753571,0.0,0.0,0.0,0.0,3.374198627825891,0.0,24.744123270723204,0.0,0.0,22.494657518839276,0.0,1.1247328759419637,0.0,0.0,0.0,0.0,1.1247328759419637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2494657518839274,1.1247328759419637,0.0,0.0,0.0,2.2494657518839274,0.0,0.0,2.2494657518839274,0.0,0.0,0.0,8.99786300753571,0.0,0.0,0.0,4.498931503767855,4.498931503767855,0.0,0.0,4.498931503767855,0.0,0.0,0.0,0.0,0.0,0.0,1.1247328759419637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.374198627825891,0.0,0.0,0.0,0.0,0.0,106.84962321448656,192
COD,DR Congo,2,12/28/21,36110,12.461921905289394,0.0,20.769869842148992,21.32373303793963,0.0,39.878150096926056,22.985322625311547,15.785101080033233,1.1077263915812794,7.200221545278317,0.0,0.0,0.0,1.1077263915812794,0.0,0.0,3.3231791747438386,0.0,1.1077263915812794,4.153973968429797,0.0,0.0,0.0,0.0,2.7693159789531987,0.0,16.89282747161451,0.0,0.5538631957906397,14.677374688451954,0.0,13.015785101080034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.707837164220438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6001107726391584,0.0,0.0,0.0,0.0,0.0,0.0,19.662143450567708,0.0,0.0,0.0,5.815563555801717,11.631127111603433,0.0,0.0,14.123511492661311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.34228745499861,180
DJI,Djibouti,1,11/11/16,5735,27.89886660854403,0.0,24.411508282476024,43.59197907585004,0.0,97.6460331299041,8.718395815170009,17.436791630340018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.72188317349608,0.0,0.0,0.0,0.0,0.0,0.0,20.92414995640802,0.0,0.0,26.155187445510027,0.0,17.436791630340018,0.0,0.0,0.0,0.0,3.4873583260680037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7436791630340018,0.0,0.0,0.0,0.0,0.0,0.0,8.718395815170009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7436791630340018,0.0,0.0,0.0,12.205754141238012,0.0,0.0,0.0,3.4873583260680037,0.0,0.0,0.0,5.231037489102005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7436791630340018,0.0,3.4873583260680037,0.0,0.0,0.0,0.0,0.0,183.08631211857016,262
DMA,Dominica,2,7/4/22,48206,19.08476123304153,2.4893166825706343,25.722939053229886,27.797369622038747,0.0,59.74360038169523,18.46243206239887,2.6967597394515206,4.35630419449861,1.4521013981662034,0.0,0.0,2.281873625689748,0.8297722275235447,0.0,0.0,0.41488611376177237,0.20744305688088618,0.41488611376177237,15.558229266066466,0.0,0.0,0.0,0.0,0.6223291706426586,0.41488611376177237,23.44106542754014,2.281873625689748,0.41488611376177237,12.239140355972285,0.0,0.6223291706426586,2.4893166825706343,0.0,0.0,0.0,6.638177820188358,0.0,0.0,0.0,0.41488611376177237,0.41488611376177237,0.0,2.6967597394515206,0.0,1.2446583412853172,0.0,0.0,0.0,0.0,0.6223291706426586,0.0,0.20744305688088618,13.483798697257601,0.0,0.0,0.41488611376177237,2.281873625689748,0.41488611376177237,4.563747251379496,0.41488611376177237,0.0,0.0,0.0,16.595444550470898,0.0,0.0,0.0,15.973115379828238,7.67539310459279,0.0,0.0,10.164709787163423,0.0,0.41488611376177237,0.0,0.0,0.0,0.0,0.0,0.0,0.41488611376177237,0.0,0.0,0.0,1.6595444550470895,0.0,0.41488611376177237,0.41488611376177237,4.771190308260382,0.0,0.0,0.0,155.99717877442643,212
DOM,Dominican Republic,2,12/29/20,52173,4.983420543192839,0.0,25.30044275774826,16.291951775822742,0.38334004178406456,45.425794951411646,3.258390355164549,2.108370229812355,1.5333601671362582,18.783662047419163,0.0,0.0,1.5333601671362582,0.7666800835681291,0.0,0.0,0.0,0.0,0.0,8.43348091924942,0.0,0.0,0.0,0.0,0.0,0.0,13.033561420658195,0.7666800835681291,0.0,10.541851149061774,0.0,2.108370229812355,0.0,0.0,0.0,0.0,9.775171065493646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38334004178406456,0.0,0.0,0.38334004178406456,1.5333601671362582,2.3000402507043876,0.0,0.0,0.0,0.38334004178406456,0.0,0.0,0.7666800835681291,0.0,0.0,0.0,13.225231441550227,0.0,0.0,0.0,0.0,3.641730396948613,0.0,0.0,2.4917102715964194,0.0,0.38334004178406456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38334004178406456,0.0,0.7666800835681291,0.0,0.0,0.0,0.0,0.0,92.38495006995956,214
ECU,Ecuador,1,3/29/19,16221,5.54836323284631,3.0824240182479503,24.659392145983603,15.412120091239752,0.0,33.290179397077864,6.164848036495901,3.0824240182479503,3.69890882189754,1.2329696072991803,0.0,0.0,0.0,0.6164848036495901,0.0,0.6164848036495901,0.6164848036495901,0.6164848036495901,0.0,2.4659392145983605,0.0,0.0,0.0,0.0,0.0,0.0,18.494544109487702,1.84945441094877,0.0,12.946180876641392,0.0,1.84945441094877,3.0824240182479503,0.0,0.0,0.0,4.31539362554713,0.0,0.0,0.0,0.6164848036495901,0.6164848036495901,0.0,0.0,0.0,0.6164848036495901,0.0,0.0,0.0,0.0,0.0,0.0,0.6164848036495901,0.0,0.0,0.0,0.0,0.6164848036495901,0.0,0.6164848036495901,0.0,0.0,0.0,0.0,18.494544109487702,0.0,0.0,0.0,3.0824240182479503,10.48024166204303,0.0,0.0,4.931878429196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.39029652919055,218
EGY,Egypt,2,7/7/22,19470,7.1905495634309196,0.0,24.65331278890601,21.05803800719055,0.0,42.1160760143811,24.65331278890601,17.976373908577298,3.0816640986132513,4.108885464817669,0.0,0.0,1.0272213662044172,0.0,0.0,0.0,1.0272213662044172,0.0,0.0,4.108885464817669,0.0,0.0,0.0,0.0,7.704160246533128,2.0544427324088343,26.707755521314844,1.0272213662044172,0.0,15.921931176168464,0.0,3.0816640986132513,0.0,0.0,0.0,0.0,4.622496147919877,0.0,0.0,0.0,0.0,0.0,0.0,1.0272213662044172,0.0,0.0,0.0,0.0,1.0272213662044172,0.0,2.0544427324088343,0.0,0.0,0.0,0.0,0.0,2.0544427324088343,3.0816640986132513,5.136106831022086,0.0,1.0272213662044172,0.0,0.0,0.0,19.003595274781716,0.0,0.0,0.0,3.0816640986132513,4.622496147919877,0.0,0.0,20.544427324088343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0544427324088343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5408320493066257,0.0,0.0,0.0,137.6476630713919,818
SLV,El Salvador,2,1/4/22,59657,9.554620580987981,1.843874147208207,14.248118410245235,10.225120270881876,0.0,55.65147426119316,14.91861810013913,26.149487905861843,0.3352498449469467,13.577618720351342,0.0,0.0,0.16762492247347335,0.3352498449469467,0.0,0.0,1.6762492247347334,0.6704996898938934,0.16762492247347335,15.756742712506496,0.0,0.0,0.0,0.0,1.00574953484084,0.0,17.43299193724123,0.0,0.3352498449469467,2.01149906968168,0.0,22.96461437886585,1.5086243022612602,0.0,0.0,0.0,1.00574953484084,0.0,0.0,0.0,0.0,1.3409993797877868,0.0,0.6704996898938934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01149906968168,0.8381246123673667,0.0,0.0,0.0,2.6819987595755737,0.0,0.0,1.00574953484084,0.0,0.0,0.0,12.068994418090082,0.0,0.0,0.0,2.1791239921551537,7.207871666359353,0.0,0.0,11.230869805722715,0.0,0.0,0.0,0.0,0.0,0.0,0.3352498449469467,0.0,0.16762492247347335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5086243022612602,0.0,0.0,0.0,121.86331863821512,222
